battery_level,captive,code,id,location
96,False,,e115fb37-eb6b-4205-adcd-2d9bfeda113d,"(39.75143, -105.00264)"
98,False,,2e705801-b08b-4efe-8151-5cd2ef6911b9,"(39.75210166666667, -105.00335666666666)"
95,False,,082fa7fb-fd1e-4135-8a10-236c73df79b8,"(39.752116666666666, -105.00340999999999)"
97,False,,51707fe3-63a9-44a3-ac58-1bc9e6c919a6,"(39.752113333333334, -105.00346333333333)"
100,False,,0fd75c17-a67d-4b57-a80c-b58ee5021064,"(39.752294, -105.003294)"
85,False,,4a2d8e2a-9e38-4ea4-b05c-bb1d1fad0933,"(39.751085, -105.002016)"
85,False,,c0412ef1-d24e-4401-9977-fa0fed1ba173,"(39.751236666666664, -105.00164000000001)"
83,False,,a7433a2e-d5d5-40d3-8a19-4ca2ec878246,"(39.75133166666667, -105.00156333333334)"
63,False,,b84b97c8-f31f-47de-98c1-afe47a92bf07,"(39.750385, -105.00304333333334)"
63,False,,fb339cf7-afee-4659-b031-c0851d84644b,"(39.752772, -105.004223)"
86,False,,368649fc-7a0e-4765-9b31-a751e9795350,"(39.751976666666664, -105.00081666666668)"
94,False,,a2493e5c-b366-45f0-b599-fbf88ba5956f,"(39.74997, -105.00060333333334)"
93,False,,40e63754-3c2a-41d3-9b6b-c3d91e53a861,"(39.749905, -105.00067833333333)"
84,False,,375d2e16-81af-49bb-89e1-3977ec206286,"(39.74991166666667, -105.00061833333332)"
98,False,,5b22f7dd-2712-4043-9102-e773a6e0788b,"(39.751515000000005, -104.99973999999999)"
56,False,,cccf94f5-da14-434e-b45f-96ee73975478,"(39.75147166666667, -104.99973999999999)"
92,False,,04b641e6-8f26-4a80-b502-efe8f7e4e60f,"(39.749831666666665, -105.00063333333334)"
89,False,,73f84211-6f79-4561-9018-60a7b2510ea7,"(39.74984666666667, -105.000595)"
42,False,,55b20554-bef3-4e28-b7b6-ec6cf9d8c4f1,"(39.751562, -104.99969)"
79,False,,28311395-cbec-4249-951e-f0fdc655c2c0,"(39.74916833333334, -105.00187666666667)"
87,False,,ea1602a6-6978-45c9-bcfe-b21812b33587,"(39.75158666666667, -104.99967166666666)"
47,False,,ce90d350-5f9d-4224-828a-88ed1913f423,"(39.751506666666664, -104.99966500000001)"
92,False,,f2f6c106-5333-4c99-af2d-5616900fe8b5,"(39.749825, -105.00048)"
54,False,,16879027-cf14-4582-a985-3facc8bc610d,"(39.74975666666667, -105.00045833333334)"
85,False,,4130fc99-7e53-4127-ac8f-e34a8915edde,"(39.74970166666667, -105.00023666666667)"
62,False,,2a294b19-63e1-4a37-8475-047a40075416,"(39.75074, -104.99903166666667)"
64,False,,3e17200c-54c8-413f-9768-313a96f0bf5a,"(39.754344999999994, -105.00096166666665)"
45,False,,4a2171ca-483e-4b9c-a6f7-2459e0a6a641,"(39.748439999999995, -105.00436333333333)"
53,False,,fdcef5a1-70f6-478f-a1d1-56c16e0903db,"(39.75325333333333, -104.99928999999999)"
89,False,,6da5b14a-f33d-48c6-a3ed-da45d3126c59,"(39.75359666666667, -104.99948166666667)"
100,False,,2e058240-ff30-49c4-a332-c00803fa0fc8,"(39.74913, -104.99934333333334)"
96,False,,84c9e304-9539-42ec-af52-4c65f9b36799,"(39.75506666666667, -105.00476833333332)"
82,False,,3aa7afe1-8438-4dfa-b336-6c55a751afb0,"(39.751373333333326, -104.99779500000001)"
80,False,,dfc51356-4250-4b38-a7cd-49eff709692b,"(39.74840166666667, -104.99979333333334)"
94,False,,8ef5ed58-79d5-4bc7-aba9-64edb9846922,"(39.75166333333333, -104.997665)"
33,False,,bebeee00-c3a0-43b0-b500-2da090f74231,"(39.749813333333336, -104.99799333333334)"
77,False,,05e8477b-edda-4279-b483-d38c8eff8eb0,"(39.75514166666667, -105.00012999999998)"
100,False,,0cae0ff6-e97d-496f-81bc-43320fa6bef7,"(39.75301, -104.99774)"
67,False,,b16b00c9-f320-470f-89bf-eb8691a7d8cd,"(39.752761666666665, -104.99755833333332)"
85,False,,01b54adc-d4a4-4fc0-b5cb-d5d4544af54e,"(39.754874, -105.006927)"
76,False,,3476a380-f34c-4169-8a78-ff1cd925621a,"(39.74758166666666, -104.99995500000001)"
69,False,,7d240828-2dec-4d0f-8b8d-80755f46dc91,"(39.74798666666666, -104.99891666666666)"
64,False,,3fb9831f-0c01-491d-8ab7-1297dcdbe6bd,"(39.74796333333334, -104.99886333333333)"
86,False,,933ea986-34ea-438b-be37-ec5730295877,"(39.75227, -104.996763)"
74,False,,480132dc-0797-46fb-a4b2-cd0893160baa,"(39.75275, -104.99651333333334)"
76,False,,833d7e31-4674-4ec1-8f70-b396968798c0,"(39.74636833333333, -105.001655)"
76,False,,7e91ae69-a008-4193-b75e-36188f4de838,"(39.746356666666664, -105.00164000000001)"
93,False,,a134033f-ef61-4368-9a03-e78f21df910d,"(39.75454666666667, -104.99727666666668)"
59,False,,b8e44d1f-bc10-4dc5-9d9c-9e046596b7d0,"(39.747395, -104.99815333333332)"
100,False,,e5e72d75-7ec8-45a5-b6cc-04bcaf7a2e3b,"(39.747395, -104.998095)"
94,False,,3dfcb943-0afb-48eb-9e6d-373977d74ba6,"(39.74757833333333, -104.99783333333335)"
94,False,,00a56341-325e-4b32-8b82-df3eb13fd4b6,"(39.747555000000006, -104.99784833333334)"
97,False,,6c034041-c214-4968-b693-92af98856f94,"(39.747475, -104.99791666666667)"
97,False,,cb15fa46-27a0-4174-af06-4d17bf08b728,"(39.747775, -104.997439)"
94,False,,4042ddf5-ff16-4a2c-89d0-367fab4c3e03,"(39.74746666666667, -104.99779500000001)"
93,False,,bdeb0f46-b6dc-4240-b1ee-6dda9d25e913,"(39.74745166666666, -104.99779500000001)"
79,False,,01cb907c-f932-4b47-8b7f-b0f56800d566,"(39.747409999999995, -104.997825)"
88,False,,4e83c966-d0ab-4f91-837a-3299f05494ad,"(39.74581166666667, -105.00205166666667)"
80,False,,db7c0e10-3735-4df8-a4cc-124fc1673e3c,"(39.746823, -104.998607)"
82,False,,daf4680a-7463-458f-bf4c-f1e019d2764a,"(39.750755000000005, -104.99548333333333)"
47,False,,ff7cf58d-7bdc-4069-bd1e-3529b79d9f22,"(39.75104833333333, -104.995415)"
59,False,,a2db9294-23d4-4f05-a2b5-4d4c8c7517da,"(39.74838666666667, -104.99650500000001)"
68,False,,da5ae728-d4ac-4feb-87b9-06dfbf7ab4c7,"(39.747150000000005, -104.99778666666667)"
43,False,,107cf126-0a02-4d21-982b-c10b4eebe95d,"(39.75029, -104.99538499999998)"
63,False,,f8409a0f-bd0c-4c6c-a354-df41a0154ab4,"(39.75293333333333, -104.99498)"
72,False,,d3b95dd4-a59f-46e6-a48e-d83af11efcbe,"(39.74522833333333, -105.00109833333333)"
84,False,,bf7d6951-0bde-461b-99c3-cfc9e110a5b4,"(39.75575666666667, -104.99640666666667)"
77,False,,ea8f29f5-f8f3-447e-82f0-5ac71f95d8ff,"(39.74814666666667, -104.99559833333333)"
57,False,,441a5142-5c69-4f04-896e-80993bff1ee5,"(39.756461666666674, -104.99718499999999)"
100,False,,aeda9fd9-d354-4ae2-9b67-da236d26e57c,"(39.75824, -105.003947)"
56,False,,87ebf938-2403-48aa-a0db-83bb275c79ec,"(39.756301666666666, -105.00936166666666)"
67,False,,0ed3d2f0-cfbe-4c27-ae0d-4219a534aaa7,"(39.756272, -105.009425)"
81,False,,741b73c6-5e10-47ce-a4c0-95ca257faef7,"(39.74610833333334, -104.99749833333333)"
100,False,,b4449d1d-8be3-4dc2-ac45-bf58d65b83d4,"(39.75588166666667, -105.00992666666667)"
100,False,,1105da43-a4d1-4029-a343-17413e65ed9d,"(39.755905, -105.009939)"
96,False,,eea2b9b7-b754-4190-936d-ccb09c5523a0,"(39.75591333333333, -105.00996333333333)"
89,False,,6cca5229-cb0e-4da8-aa14-580827d82751,"(39.74796666666667, -104.99501000000001)"
75,False,,83e8f60d-5379-4a04-a31c-5c82701ee074,"(39.74683, -104.99595666666667)"
58,False,,1ab185e6-ba76-4771-bfc8-067b8aeefcf3,"(39.75790833333333, -105.00746166666667)"
64,False,,d3ab451e-7548-4fae-a3f5-a021119c055c,"(39.75795666666667, -105.00737)"
86,False,,dc8a08f4-96aa-45b9-b2e0-ab0557776ecf,"(39.747342, -104.994797)"
81,False,,6587a727-7d67-44d8-9f34-bcd9724dd6cd,"(39.747408, -104.994674)"
61,False,,eb0962e6-919f-4fdd-958d-1aa96a742291,"(39.74495666666667, -105.00811833333334)"
28,False,,f0e48547-2583-41c0-90ad-07a4c11a9256,"(39.74731, -104.99453666666668)"
51,False,,57b901e0-d398-4255-bd07-2af3de0296fe,"(39.75035166666667, -104.99273666666667)"
81,False,,70968940-d691-4fae-9648-4b8f1fd47bce,"(39.74728, -104.99380500000001)"
61,False,,d2f3fd91-2931-45f6-9046-acf9310d8edb,"(39.743500000000004, -105.00070166666667)"
89,False,,5e4f059d-b869-4d64-84f7-f9ecdfc2f2e3,"(39.75074333333334, -104.992195)"
86,False,,d43d13f0-1220-42ad-adb7-c2c70a842b38,"(39.74384, -104.99780333333335)"
100,False,,c61d9666-064b-4a8e-ae56-6cb9dd48f3f7,"(39.75771811379312, -105.01089986387886)"
48,False,,83451743-7db7-4980-8775-64b98f3ad905,"(39.75471166666667, -104.99242333333335)"
100,False,,5718eaf6-a3bb-4faf-9020-49d628eb05cf,"(39.757801666666666, -105.01082666666667)"
80,False,,cf5fc777-fab0-4683-abbf-89cde4596581,"(39.754733333333334, -104.99239333333335)"
34,False,,71944add-508c-484e-89be-93a957314026,"(39.74816166666667, -104.99239333333335)"
31,False,,67937cac-ab8a-4d63-962b-11c121700612,"(39.74805, -104.99234833333334)"
83,False,,90894f9c-7c83-4f59-87fb-62fd4d2b91b7,"(39.74294666666666, -105.00604166666666)"
87,False,,5db73462-8e60-4e10-94aa-5b9eb263f610,"(39.743589, -104.997684)"
92,False,,89adfe26-205c-47a0-9db7-ec3676d5ee72,"(39.74991, -104.991348)"
47,False,,282f3fd2-9b10-471e-89cd-2c3e4bd9955c,"(39.74991166666667, -104.99115833333332)"
74,False,,be61a346-a1d6-47bb-8316-b94c5ea82268,"(39.74599833333333, -104.99331666666667)"
54,False,,a63b9ed3-6d08-4295-ab4c-0b5acfaa5fea,"(39.74732166666667, -104.99221833333334)"
57,False,,6a77c3c8-0418-4879-9d28-c8381d95fd45,"(39.75448666666667, -104.99150833333333)"
44,False,,465b707f-ef3b-4929-97c9-f2b0ab4a87ed,"(39.75812833333334, -105.01151333333334)"
100,False,,3568e0be-941b-4f90-8a0c-502582ef32ce,"(39.75902166666666, -105.0103)"
99,False,,8f5f8a1c-76d8-45a3-a02e-a64ada0d7803,"(39.759056666666666, -105.01026833333331)"
82,False,,427f07ac-26d4-4d03-90f1-eb45046e5bb4,"(39.74541166666667, -104.99353)"
24,False,,3dfd1418-6527-472f-89e0-81a4a0a0f756,"(39.75420333333333, -104.99102833333333)"
87,False,,749b382c-062a-4c67-89cc-dc0156cf7a3c,"(39.754233, -104.990956)"
63,False,,2c0c0a5f-bbe0-48e7-8d97-b897a461b823,"(39.74371333333333, -104.99572833333335)"
