battery_level,captive,code,id,location
97,False,,b183055a-3803-45c5-a13d-492f118c579a,"(39.750949999999996, -105.00222000000001)"
89,False,,872b88dc-faaf-483d-9f77-7a6fa629b3a5,"(39.752406666666666, -105.00293000000002)"
96,False,,3eccd1e8-b933-41af-bba3-77174862afc6,"(39.75273166666667, -105.00264)"
78,False,,a3033eb5-67f0-4dcb-b44b-8fcd47080696,"(39.752788333333335, -105.00308166666667)"
92,False,,3cfcba01-8c99-41ab-8a66-119772063b29,"(39.753071, -105.002563)"
91,False,,7f37253d-8de1-43a6-b5f3-e80fd48944aa,"(39.75315833333333, -105.00286166666667)"
94,False,,dc33dc4a-7f70-4dc7-9742-4fa9feae8ab8,"(39.75302166666667, -105.00201333333334)"
93,False,,93197984-5841-4271-88a6-40b3124fbbc9,"(39.750748333333334, -105.00088499999998)"
91,False,,aafe2984-aa82-48b0-a70c-2382c3c6df4a,"(39.750216, -105.001393)"
98,False,,eaee7db9-c323-45d3-9fd7-f74e24c3f86e,"(39.75070166666667, -105.00084)"
96,False,,7893fbed-3d8f-4da7-ab34-da119ea3b349,"(39.75069, -105.00084)"
96,False,,fefb2799-1c46-4371-8f42-9fb70d4f5afa,"(39.752338333333334, -105.00054999999999)"
88,False,,831b7e11-4077-49f0-9435-ab613549be75,"(39.75358166666667, -105.00316666666667)"
95,False,,1f656cfc-c770-458b-a7b9-5ebcf0e48e45,"(39.75250166666667, -105.00057166666666)"
60,False,,f383de54-80bb-4e6d-8f32-c664a813b250,"(39.751174999999996, -104.99987000000002)"
79,False,,2d5c8496-3f93-47e5-894c-d9130f5caf9a,"(39.75401, -105.00351666666666)"
94,False,,feaf525e-472d-4c1a-964a-d70b0c307341,"(39.75407333333333, -105.00140333333333)"
98,False,,388d2dc5-4b40-445b-8e64-fff920abff66,"(39.754082, -105.001427)"
57,False,,f5580dce-19a5-4c8a-ae41-160ce28aa971,"(39.754371666666664, -105.00318833333334)"
89,False,,c7bc9f21-db78-451d-ba11-4ab7a38b9046,"(39.75273166666667, -104.99953500000001)"
96,False,,47a950f6-51a3-471b-aced-0914ea3a47c2,"(39.75427166666667, -105.00133499999998)"
88,False,,03c38953-1e1c-4d96-b411-ed6046d45bc7,"(39.74944, -105.00016)"
