battery_level,captive,code,id,location
37,False,,aeadc08c-708c-44c3-a995-f3c08c37f486,"(39.752185000000004, -105.00386833333332)"
51,False,,cdffff1c-3021-4d0f-8ebd-1a9e3dc837ed,"(39.750530000000005, -105.00267833333334)"
49,False,,29ca5fa5-9cfc-448d-9653-d8edf57f7bc0,"(39.75127, -105.00160166666667)"
37,False,,a33c71bc-9032-4a08-86ca-e36b43fb4b5a,"(39.75237333333334, -105.00155666666666)"
51,False,,9bd1404b-a5bc-4d5f-a947-15e250916ee8,"(39.749964999999996, -105.00061)"
25,False,,ea6182d6-a7fa-4955-b3da-d38dfe5c9b53,"(39.753436666666666, -105.00510333333335)"
82,False,,ae763739-8337-45b1-994a-fe1c4814d4dc,"(39.75391, -105.00185333333333)"
76,False,,4bacedeb-a20b-466d-af7e-232ccda337df,"(39.753425, -105.00060333333334)"
88,False,,c5a4aa63-fdeb-4d1e-9517-ca4945e95dc1,"(39.752815000000005, -104.99980166666667)"
93,False,,18d0a8fd-de5e-42ff-80cd-6863763c330c,"(39.75273833333333, -104.99968666666668)"
42,False,,b5278543-2db2-4202-aad2-d2b1ee5266ae,"(39.754073, -105.00139)"
53,False,,504136d3-8e22-451a-a169-1954aae23f0f,"(39.752503, -104.999523)"
84,False,,9a516135-c4a2-4121-b030-60c0bd99efe7,"(39.74992833333333, -104.99994666666667)"
52,False,,50cb30ed-5c3a-4bb2-bca3-86c58311cdee,"(39.75420333333333, -105.00160166666667)"
35,False,,fd610a27-04b0-492d-a5f8-d851c3f1dd29,"(39.75282666666667, -104.99960333333333)"
62,False,,12f172bb-3d72-4c9e-ba1c-0f9f8b3aade6,"(39.751262, -104.998995)"
78,False,,d72b525b-6dcb-4b41-9877-853b65bb0d39,"(39.754493333333336, -105.00156333333334)"
56,False,,faab6d95-803a-48f5-b909-6ad637b051dc,"(39.751945, -104.99869500000001)"
67,False,,eb97d2b7-02f9-4e29-8770-443a780770cd,"(39.74841333333333, -105.004715)"
