battery_level,captive,code,id,location
76,False,,b80bf9c7-7690-46f9-b9cf-f47d31d50e1c,"(39.752001, -105.002505)"
77,False,,0aa9eaef-de9b-480e-8e0f-277b9c150fcd,"(39.75114, -105.00218166666667)"
84,False,,2da92700-b696-442a-a6d0-aa38e2f5a6e0,"(39.75087333333333, -105.00218166666667)"
81,False,,75be7644-e0c9-4f3d-80a5-51375772d0f2,"(39.75124666666667, -105.00183833333334)"
94,False,,b183055a-3803-45c5-a13d-492f118c579a,"(39.75085, -105.00219)"
73,False,,a3033eb5-67f0-4dcb-b44b-8fcd47080696,"(39.752770000000005, -105.00318833333334)"
39,False,,2a394928-85ca-40cb-892a-621fe786941a,"(39.75286833333333, -105.003075)"
32,False,,b2b71c80-d54c-45cf-af4a-41558cc89093,"(39.75167833333333, -105.004715)"
86,False,,7f37253d-8de1-43a6-b5f3-e80fd48944aa,"(39.75290333333333, -105.00318166666666)"
36,False,,5a218e07-8962-4874-b6ff-adca7b68be15,"(39.749961666666664, -105.00183166666666)"
74,False,,07272223-fd06-435d-966c-471dd9d473c7,"(39.75062166666667, -105.00091499999999)"
86,False,,e5c9341a-d291-4498-ba66-d2b1aa530f33,"(39.749824, -105.001909)"
24,False,,c80f2c5f-6f3c-4952-aa9b-7c7490339f9e,"(39.75293666666666, -105.00113666666667)"
76,False,,206a6cdb-44e5-4946-a7e2-ba6f496b311e,"(39.75240333333333, -105.00042666666668)"
95,False,,3e287bf9-5532-43ff-a725-4cb7a431cd7b,"(39.753605, -105.00220499999999)"
82,False,,eaf8a279-7de7-4e8f-b7eb-49479d1a99a9,"(39.75353, -105.001615)"
87,False,,eff9398a-88f0-40c8-b97e-b7e083670566,"(39.74926833333333, -105.00270833333335)"
65,False,,943e0f6f-e5aa-42a2-9ff6-75efe7c10af7,"(39.75155333333333, -104.99968666666668)"
64,False,,2476db7f-0290-42ea-ab79-b35401ae2626,"(39.75275, -104.99990833333335)"
89,False,,42b7e124-96c5-4e38-ad60-205e293370a6,"(39.750232, -104.999821)"
28,False,,3f1cb920-bf7e-483c-b31a-f6485511d28e,"(39.753575, -105.00552333333331)"
47,False,,834b1fe8-3845-45e1-b91a-b7065ad7a1b4,"(39.75288333333333, -104.99958)"
46,False,,d8e13e4a-604d-4bd5-b447-e4155104bdd4,"(39.754395, -105.00109166666668)"
48,False,,ba6a2847-3d30-41a2-980a-73405cd32e95,"(39.754344999999994, -105.00090833333334)"
74,False,,0c3bbfcd-28d4-4445-9296-fd17b93212ee,"(39.753906666666666, -105.00003)"
57,False,,6fb625c3-ed45-468c-b1c8-fd1e0de51ea0,"(39.75232333333334, -104.99874833333334)"
75,False,,e7e4ca04-056c-4620-b516-8548c209a673,"(39.75087666666666, -104.99864166666666)"
86,False,,849ec470-5b04-4b5b-b3d8-7c2845909c09,"(39.754816, -105.005143)"
48,False,,a25eea8b-e330-40ec-8c08-cfebe7f2e26d,"(39.75442833333333, -105.00627166666666)"
87,False,,72961440-aa69-41d1-841f-4cc2d358032e,"(39.74791333333334, -105.00489833333334)"
98,False,,4fc7d4ab-17f2-4d3d-91c8-2e2306b75ed1,"(39.754493333333336, -105.00636333333333)"
95,False,,abd48980-4853-43e2-ac53-25a607f92c23,"(39.754578333333335, -105.00637833333333)"
74,False,,b50fef73-8feb-44bd-a251-734b25297227,"(39.75158, -104.99772666666668)"
39,False,,b8653cad-5db1-4794-86e8-c5ae208f4abc,"(39.755581666666664, -105.00152666666666)"
99,False,,6a8d115a-27a7-48df-88b2-ca2a1e9b167d,"(39.75317333333333, -104.99790166666668)"
65,False,,08a3481e-bfa2-4449-a059-cd2c026af375,"(39.755127, -105.000036)"
100,False,,743349de-f12f-4a4a-bff2-a97d3139e0d9,"(39.75317333333333, -104.99788666666667)"
97,False,,38b6e4c4-a052-46cf-b47e-b65f0fee33b1,"(39.75317333333333, -104.99787833333333)"
29,False,,7caaa792-1bcd-4d4c-88fc-0d787ab53d50,"(39.75270833333333, -105.00828500000001)"
97,False,,a6961eb1-e510-4814-9d62-f20dfde3361a,"(39.75586333333333, -105.00082333333333)"
98,False,,c3969eda-1d14-4c64-8db6-da1288532e41,"(39.755878333333335, -105.000755)"
89,False,,49323683-d3b1-4fef-b21c-228d7846b8a4,"(39.755919999999996, -105.00087666666668)"
66,False,,d353a10c-bdfd-4530-afa3-492abd9b6f32,"(39.751225, -104.99684833333335)"
97,False,,e4c07dbe-2191-418f-9a31-d0f49ed4fc88,"(39.75592833333334, -105.00067166666668)"
80,False,,3180cc85-6fef-423d-9b54-c93541ec9d3f,"(39.74967166666667, -104.99697833333333)"
84,False,,ccc50e3c-5ed9-4bdb-b3c4-0c4568c6b917,"(39.753413333333334, -104.99694833333334)"
99,False,,a5953f88-f445-4dce-ac2c-5711d6409a1d,"(39.74776833333333, -105.00744666666667)"
45,False,,6752f0da-dc8e-4ec8-94c5-f270d939ba90,"(39.75668666666666, -105.00327333333334)"
80,False,,0865e338-3095-4fb0-abd8-0912c0c94afb,"(39.748712, -104.997201)"
94,False,,d9c72440-f2c7-4fdf-84bb-288ea8855d77,"(39.75203, -104.99611666666667)"
97,False,,9ee07bbb-50da-49c3-a8d5-115ce93cba4b,"(39.75200666666667, -104.99607166666668)"
99,False,,c4d48486-6fc6-4688-b0e8-14aa3659bed2,"(39.75201333333334, -104.99605500000001)"
98,False,,07bcfa28-80c1-433a-9df8-18851593c34c,"(39.752021666666664, -104.99604)"
37,False,,5d7696e4-1cef-4363-b8b6-7985a81f2ae4,"(39.75515, -104.99781833333333)"
85,False,,ce57e057-64bf-4d02-9a8b-c990a2a70ff1,"(39.74641, -105.00590500000001)"
56,False,,116164fc-f738-4cc9-bdc1-d86552f746cb,"(39.75155333333333, -104.99558999999999)"
92,False,,a535a7cc-2049-4604-a7a0-efee8ffe441d,"(39.7532, -104.99572833333335)"
65,False,,4bdcdad0-9022-482b-a9ce-a0c767109d27,"(39.754173, -104.996201)"
58,False,,ef653146-114d-4105-9609-d55370d68bb6,"(39.75147166666667, -104.99530000000001)"
43,False,,54c03c88-b747-4b9d-8dbf-757d7e4fd1c1,"(39.74653166666667, -105.00705666666666)"
100,False,,8e22fb9f-0403-43cb-9e41-645178b8f107,"(39.753158069252734, -104.99544044035021)"
86,False,,67241bc4-afe8-4ab9-8932-c4c9ce74a8ae,"(39.75734333333333, -105.00057999999999)"
100,False,,7eaadc88-1223-498d-9cbf-b563761e902e,"(39.75027156967523, -104.99520303631671)"
85,False,,91766da2-fe9c-421a-a366-099b33cbbb72,"(39.746425, -105.00730833333334)"
60,False,,b8462460-b78b-4241-8cd3-f82b4921050b,"(39.74828333333333, -104.99613166666668)"
100,False,,db3bb1f3-6206-40ba-a95a-2f41c0bd515b,"(39.75594666666667, -105.00868166666666)"
