,BSID,LONG,LAT,X_COORD,Y_COORD,ROUTES,STOPNAME,DIR,DISTANCE,POSTAL,PID,LOCATION
0,10910.0,-105.126599,39.761968,3104975.44073,1702642.79684,32,W 32nd Ave & Routt St,W,40.0,80033,0,N
1,10911.0,-105.053605,39.762138,3125496.02597,1702797.31315,32,W 32nd Ave & Sheridan Blvd,W,65.0,80212,0,F
2,10912.0,-105.052799,39.762062,3125722.75301,1702770.74324,32,W 32nd Ave & Sheridan Blvd,E,105.0,80212,0,F
3,10913.0,-105.04256,39.762094,3128601.18633,1702796.73183,32,W 32nd Ave & Stuart St,E,65.0,80212,0,F
4,10914.0,-105.043351,39.762155,3128378.70081,1702817.83338,32,W 32nd Ave & Stuart St,W,130.0,80212,0,F
5,10915.0,-105.130992,39.761833,3103740.62891,1702588.57415,32,W 32nd Ave & Tabor Dr,E,70.0,80215,0,F
6,10916.0,-105.131167,39.761958,3103691.24589,1702633.90798,32,W 32nd Ave & Tabor Dr,W,15.0,80033,0,N
7,10917.0,-105.011533,39.762089,3137323.80841,1702840.32159,32,W 32nd Ave & Tejon St,W,75.0,80211,0,F
8,10918.0,-105.076102,39.762066,3119171.5635,1702740.79135,32,W 32nd Ave & Teller St,E,175.0,80033,0,F
9,10919.0,-105.077138,39.762154,3118880.16298,1702771.48958,32,W 32nd Ave & Teller St,W,125.0,80033,0,F
10,10920.0,-105.080247,39.76215,3118006.13566,1702765.97907,32,W 32nd Ave & Webster St,W,90.0,80033,0,N
11,10921.0,-105.046052,39.762083,3127619.50036,1702787.80051,32,W 32nd Ave & Vrain St,E,65.0,80212,0,F
12,10922.0,-105.047088,39.762146,3127328.13517,1702809.29566,32,W 32nd Ave & Vrain St,W,65.0,80212,0,F
13,10923.0,-105.080746,39.76203,3117866.05337,1702721.6191,32,W 32nd Ave & Wadsworth Blvd,E,130.0,80033,0,F
14,10924.0,-105.081936,39.762151,3117531.30486,1702764.1538,32,W 32nd Ave & Wadsworth Blvd,W,105.0,80033,0,F
15,10925.0,-105.138846,39.761826,3101532.62578,1702577.15094,32,W 32nd Ave & Wright St,E,50.0,80215,0,N
16,10926.0,-105.138548,39.761944,3101616.23221,1702620.46789,32,W 32nd Ave & Wright St,W,25.0,80033,0,N
17,10927.0,-105.050554,39.762073,3126353.8706,1702777.86485,32,W 32nd Ave & Yates St,E,75.0,80212,0,F
18,10930.0,-105.141543,39.761944,3100774.24205,1702617.1317,32,W 32nd Ave & Youngfield St,W,150.0,80033,0,N
19,10933.0,-105.015369,39.761969,3136245.62871,1702790.83381,32,W 32nd Ave & Zuni St,E,120.0,80211,0,F
20,10934.0,-105.016131,39.762095,3136031.16314,1702835.58953,32,W 32nd Ave & Zuni St,W,75.0,80211,0,F
21,10936.0,-104.93655,39.764408,3158398.45344,1703807.09683,34,Bruce Randolph Ave & Bellaire St,E,75.0,80207,0,F
22,10937.0,-104.937389,39.764521,3158162.33979,1703846.79703,34,Bruce Randolph Ave & Bellaire St,W,155.0,80207,0,F
23,10938.0,-104.93497838,39.76441165,3158840.25817,1703811.16999,34,Bruce Randolph Ave & Cherry St,E,115.0,80207,0,N
24,10939.0,-104.934953,39.764527,3158847.13062,1703853.23285,34,Bruce Randolph Ave & Cherry St,W,160.0,80207,0,F
25,10940.0,-104.955423,39.76453,3153092.62741,1703819.18162,34,Bruce Randolph Ave & Clayton St,W,180.0,80205,0,F
26,10941.0,-104.940151,39.764401,3157386.16002,1703798.28837,34,Bruce Randolph Ave & Colorado Blvd,E,90.0,80207,0,F
27,10942.0,-104.941295,39.764514,3157064.30677,1703837.47047,34,Bruce Randolph Ave & Colorado Blvd,W,120.0,80205,0,F
28,10943.0,-104.955829,39.764413,3152978.74849,1703775.87859,34,Bruce Randolph Ave & Elizabeth St,E,75.0,80205,0,F
29,10944.0,-104.953925,39.764406,3153514.01475,1703776.54054,34,Bruce Randolph Ave & Fillmore St,E,100.0,80205,0,N
30,10945.0,-104.954089,39.764526,3153467.64853,1703819.97534,34,Bruce Randolph Ave & Fillmore St,W,75.0,80205,0,F
31,10946.0,-104.927153,39.764648,3161039.57525,1703911.04158,34,34th Ave & Forest St,E,30.0,80207,0,N
32,10947.0,-104.968739,39.764563,3149349.1785,1703809.03684,34,Bruce Randolph Ave & Franklin St,W,80.0,80205,0,F
33,10948.0,-104.968644,39.764443,3149376.14046,1703765.4811,34,Bruce Randolph Ave & Franklin St,E,40.0,80205,0,N
34,10949.0,-104.943025,39.764516,3156577.96722,1703835.21263,34,Bruce Randolph Ave & Jackson St,W,75.0,80205,0,F
35,10950.0,-104.94295,39.764373,3156599.37052,1703783.25194,34,Bruce Randolph Ave & Jackson St,E,140.0,80205,0,N
36,10951.0,-104.945729,39.764411,3155818.05595,1703792.31559,34,Bruce Randolph Ave & Madison St,E,75.0,80205,0,F
37,10007.0,-105.006153,39.878638,3138605.48935,1745304.36629,19,W 100th Ave & Pecos St {1110},W,100.0,80260,0,F
38,10008.0,-105.011188,39.877913,3137193.77666,1745032.61805,19,W 100th Ave & Ura Ln {1110},E,50.0,80260,0,F
39,10009.0,-105.011309,39.878006,3137159.63394,1745066.31369,19,W 100th Ave & Ura Ln {1110},W,20.0,80260,0,N
40,10013.0,-104.958489,39.877727,3151984.92496,1745048.73631,92,100th Ave & York St {1203},E,100.0,80229,0,F
41,10014.0,-104.999657,39.885039,3140415.82724,1747646.12199,"19, 104",W 104th Ave & Croke Dr {1110},E,50.0,80260,0,F
42,10016.0,-105.000391,39.885319,3140209.27924,1747746.98788,"19, 104",W 104th Ave & Croke Dr {1110},W,75.0,80234,0,F
43,10019.0,-104.996082,39.88505,3141419.07967,1747655.67453,"88, 12",W 104th Ave & Huron St {1110},E,115.0,80260,0,F
44,10020.0,-104.997422,39.885332,3141042.45884,1747756.31945,"19, 104",W 104th Ave & Huron St {1110},W,90.0,80234,0,F
45,10021.0,-105.002857,39.885038,3139517.79299,1747640.82747,"19, 104",W 104th Ave & Livingston Dr {1110},E,125.0,80260,0,F
46,10022.0,-105.003771,39.885307,3139260.75609,1747737.41753,"19, 104",W 104th Ave & Livingston Dr {1110},W,80.0,80234,0,F
47,10023.0,-104.992627,39.88504,3142388.69796,1747657.42848,"88, 12",W 104th Ave & Melody Dr {1110},E,350.0,80260,0,F
48,10024.0,-105.007153,39.88507,3138312.11581,1747645.91546,"19, 104",W 104th Ave & Quivas St {1110},E,150.0,80234,0,F
49,10025.0,-105.00693891,39.88534412,3138371.65512,1747746.09834,"19, 104",W 104th Ave & Quivas St {1110},W,90.0,80234,-1,N
50,10028.0,-104.99473949,39.88862693,3141788.59093,1748960.78502,"12, 19, 112, 104",106th & Melody Transfer Center Gate C {1110},E,530.0,80234,99,A
51,10038.0,-105.022107,39.733039,3134406.81029,1692242.61233,"1, 9",W 10th Ave & Decatur St,W,75.0,80204,0,F
52,10039.0,-105.057679,39.733,3124402.38108,1692177.73604,9,W 10th Ave & Depew St,E,65.0,80214,0,F
53,10040.0,-105.057576,39.73313,3124431.11889,1692225.2314,9,W 10th Ave & Depew St,W,85.0,80214,0,N
54,10044.0,-105.024758,39.732946,3133661.40389,1692204.82459,"1, 9",W 10th Ave & Federal Blvd,E,75.0,80204,0,F
55,10045.0,-105.025626,39.732985,3133417.20767,1692217.75493,"1, 9",W 10th Ave & Federal Blvd,W,100.0,80204,0,F
56,10048.0,-105.061044,39.733052,3123455.89375,1692192.08735,9,W 10th Ave & Gray St,E,85.0,80214,0,F
57,10049.0,-105.061687,39.73312,3123274.93259,1692215.98413,9,W 10th Ave & Gray St,W,75.0,80214,0,F
58,10050.0,-105.028345,39.732913,3132652.63473,1692187.54629,"1, 9",W 10th Ave & Hooker St,E,65.0,80204,0,F
59,10051.0,-105.02897,39.732976,3132476.73651,1692209.58286,"1, 9",W 10th Ave & Hooker St,W,70.0,80204,0,F
60,10055.0,-105.065174,39.733117,3122294.23136,1692210.17843,9,W 10th Ave & Jay St,W,70.0,80214,0,F
61,10056.0,-104.919403,39.731453,3163295.51589,1691833.17305,10,Jersey St & 10th Ave,N,60.0,80220,0,N
62,10057.0,-105.065219,39.733051,3122281.69033,1692186.07643,9,W 10th Ave & Kendall St,E,125.0,80214,0,F
63,10060.0,-105.030539,39.732914,3132035.57741,1692184.71435,"1, 9",W 10th Ave & Julian St,E,100.0,80204,0,F
64,10061.0,-105.032475,39.732994,3131490.93361,1692211.04744,9,W 10th Ave & Knox Ct,W,100.0,80204,0,F
65,10062.0,-104.914705,39.731631,3164616.41355,1691906.49018,10,10th Ave & Leyden St,E,80.0,80220,0,F
66,10063.0,-104.915604,39.731722,3164363.35669,1691938.01011,10,10th Ave & Leyden St,W,130.0,80220,0,F
67,10066.0,-105.036005,39.732915,3130498.28033,1692177.1806,9,W 10th Ave & Meade St,E,40.0,80204,0,N
68,10067.0,-105.035629,39.733018,3130603.83737,1692215.24006,9,W 10th Ave & Meade St,W,20.0,80204,0,N
69,10068.0,-104.912577,39.731643,3165214.88494,1691914.72432,10,10th Ave & Monaco Pkwy,E,25.0,80220,0,N
70,10069.0,-104.912685,39.731712,3165184.34748,1691939.66189,10,10th Ave & Monaco Pkwy,W,20.0,80220,0,N
71,10070.0,-105.038991,39.732948,3129658.41608,1692184.92578,9,W 10th Ave & Perry St,E,35.0,80204,0,F
72,10071.0,-105.039675,39.733045,3129465.86423,1692219.28384,9,W 10th Ave & Perry St,W,65.0,80204,0,F
73,10073.0,-105.042204,39.733078,3128754.53142,1692227.71033,9,W 10th Ave & Raleigh St,W,135.0,80204,0,F
74,10074.0,-105.0763,39.733069,3119165.16327,1692177.90791,9,W 10th Ave & Teller St,W,70.0,80214,0,N
75,10075.0,-105.05427838,39.73313855,3125358.54774,1692232.87929,9,W 10th Ave & Sheridan Blvd,W,300.0,80214,-1,F
76,10076.0,-105.052504,39.733072,3125857.70425,1692211.09099,9,W 10th Ave & Sheridan Blvd,E,140.0,80204,0,F
77,10077.0,-105.042225,39.732976,3128748.81247,1692190.52569,9,W 10th Ave & Stuart St,E,125.0,80204,0,F
78,10081.0,-105.047719,39.733125,3127203.37248,1692237.0615,9,W 10th Ave & Winona Ct,W,60.0,80204,0,F
79,10082.0,-105.046716,39.733019,3127485.65509,1692199.85553,9,W 10th Ave & Winona Ct,E,50.0,80204,0,F
80,10083.0,-105.04949,39.73304,3126705.43895,1692203.62418,9,W 10th Ave & Wolff St,E,75.0,80204,0,N
81,10084.0,-105.050763,39.733152,3126347.21029,1692242.64874,9,W 10th Ave & Xavier St,W,105.0,80204,0,F
82,10090.0,-105.025765,39.899746,3133061.00137,1752964.37204,"31, 112",W 112th Ave & Federal Blvd,W,180.0,80031,0,F
83,10091.0,-105.027084,39.899515,3132691.35736,1752878.29253,"31, 112",W 112th Ave & Federal Blvd,E,225.0,80031,0,N
84,10094.0,-105.05165927,39.89962251,3125795.86071,1752882.49291,"51, 112",W 112th Ave & Sheridan Blvd,E,250.0,80031,0,F
85,10095.0,-105.04517788,39.89959863,3127614.44561,1752882.8346,"51, 112",W 112th Ave & Vrain St,E,90.0,80031,-1,F
86,10096.0,-105.04632871,39.89983547,3127291.11564,1752967.49909,"51, 112",W 112th Ave & Vrain St,W,50.0,80031,0,F
87,10097.0,-105.27678895,40.01704912,3062523.84911,1795427.52708,205,Downtown Boulder Station Gate B,NW,100.0,80302,96,N
88,10099.0,-104.880341,39.732902,3174278.11369,1692433.56069,10,11th Ave & Boston St,W,110.0,80010,0,F
89,10100.0,-104.88008497,39.73275764,3174350.47907,1692381.46769,10,11th Ave & Boston St,E,5.0,80230,-1,N
90,10102.0,-104.874946,39.7328,3175795.6807,1692406.80096,10,11th Ave & Dayton St,E,80.0,80010,0,N
91,10103.0,-104.875945,39.7329,3175514.46736,1692441.2953,10,11th Ave & Dayton St,W,70.0,80010,0,F
92,10108.0,-104.870217,39.732905,3177125.41985,1692454.23385,10,11th Ave & Galena St,W,85.0,80010,0,F
93,10109.0,-104.869976,39.732805,3177193.45223,1692418.27789,10,11th Ave & Galena St,E,20.0,80010,0,N
94,10116.0,-104.865539,39.732808,3178441.32501,1692428.05541,10,11th Ave & Havana St,E,70.0,80010,0,F
95,10117.0,-104.865599,39.732905,3178424.20362,1692463.2707,10,11th Ave & Havana St,W,45.0,80010,0,N
96,10120.0,-104.860061,39.732828,3179981.92864,1692446.14699,10,11th Ave & Joliet St,E,90.0,80010,0,F
97,10121.0,-104.860536,39.732928,3179848.08137,1692481.63219,10,11th Ave & Joliet St,W,75.0,80010,0,F
98,10122.0,-104.856945,39.73294,3180857.99579,1692493.13235,10,11th Ave & Lansing St,W,75.0,80010,0,F
99,10125.0,-104.911162,39.73285,3165610.00354,1692356.963,10,11th Ave & Magnolia St,E,120.0,80220,0,F
100,10126.0,-104.854503,39.732953,3181544.75846,1692502.73852,10,11th Ave & Moline St,W,70.0,80010,0,F
101,10127.0,-104.85463,39.732853,3181509.29934,1692466.05886,10,11th Ave & Moline St,E,300.0,80010,0,N
102,10128.0,-104.910869,39.732922,3165692.23822,1692383.72402,10,11th Ave & Niagara St,W,90.0,80220,0,F
103,10129.0,-104.849883,39.73286,3182844.34468,1692478.12798,10,11th Ave & Nome St,E,300.0,80010,0,F
104,10130.0,-104.851321,39.732965,3182439.6433,1692513.48412,10,11th Ave & Nome St,W,125.0,80010,0,N
105,10132.0,-104.908263,39.732858,3166425.31344,1692365.17489,10,11th Ave & Oneida St,E,5.0,80220,0,N
106,10133.0,-104.907762,39.732925,3166566.05798,1692390.49852,10,11th Ave & Oneida St,W,85.0,80220,0,N
107,10136.0,-104.847893,39.733022,3183403.59574,1692541.14925,10,11th Ave & Peoria St,W,175.0,80010,0,F
108,10137.0,-104.905209,39.732853,3167284.24692,1692368.96278,10,11th Ave & Pontiac St,E,155.0,80220,0,F
109,10139.0,-104.90248935,39.73280905,3168049.24076,1692357.97245,10,11th Ave & Quebec St,E,250.0,80230,-1,F
110,10140.0,-104.903873,39.732932,3167659.80108,1692400.20221,10,11th Ave & Quebec St,W,95.0,80220,0,F
111,10141.0,-104.900433,39.732923,3168627.30341,1692403.29082,10,11th Ave & Rosemary St,W,130.0,80220,0,F
112,10142.0,-104.89955216,39.73282097,3168875.28181,1692367.76123,10,11th Ave & Rosemary St,E,50.0,80230,-1,F
113,10154.0,-104.98469364,39.9139577,3144555.33179,1758204.27081,"12, 120",120th Ave & Grant St {1203},E,125.0,80233,0,F
114,10155.0,-104.98574638,39.91421948,3144259.47598,1758297.96233,"12, 120",120th Ave & Grant St {1203},W,75.0,80241,-1,F
115,10159.0,-104.986919,39.735237,3144298.76782,1693097.23836,10,12th Ave & Broadway,E,90.0,80203,0,F
116,10160.0,-104.973595,39.7351,3148046.25389,1693068.77285,10,12th Ave & Corona St,E,135.0,80218,0,F
117,10161.0,-104.973475,39.73519,3148079.81233,1693101.75204,10,12th Ave & Downing St,W,120.0,80218,0,F
118,10162.0,-104.956006,39.735096,3152992.93853,1693096.45833,10,12th Ave & Elizabeth St,E,65.0,80206,0,F
119,10163.0,-104.956081,39.735186,3152971.64948,1693129.1156,10,12th Ave & Elizabeth St,W,15.0,80206,0,N
120,10166.0,-104.952621,39.735078,3153944.96436,1693095.61999,10,12th Ave & Fillmore St,E,65.0,80206,0,F
121,10167.0,-104.95261,39.735169,3153947.85823,1693128.78645,10,12th Ave & Fillmore St,W,40.0,80206,0,N
122,10168.0,-104.983287,39.735227,3145320.2403,1693099.38516,10,12th Ave & Grant St,E,120.0,80203,0,F
123,10169.0,-104.984014,39.735332,3145115.56396,1693136.47062,10,12th Ave & Grant St,W,100.0,80203,0,F
124,10170.0,-104.96857564,39.73512478,3149457.83228,1693086.01661,10,12th Ave & Humboldt St,E,235.0,80218,-1,F
125,10171.0,-104.968754,39.73522,3149407.46669,1693120.40965,10,12th Ave & Humboldt St,W,200.0,80218,0,N
126,10174.0,-104.959123,39.735086,3152116.34514,1693087.58145,10,12th Ave & Josephine St,W,140.0,80206,0,F
127,10175.0,-104.945899,39.735067,3155835.46193,1693103.07393,10,12th Ave & Madison St,E,60.0,80206,0,F
128,10176.0,-104.946462,39.735165,3155676.90816,1693137.8063,10,12th Ave & Madison St,W,65.0,80206,0,F
129,10177.0,-104.980599,39.735102,3146076.46489,1693058.16335,10,12th Ave & Pennsylvania St,E,105.0,80203,0,F
130,10178.0,-104.981386,39.735182,3145854.96486,1693086.03984,10,12th Ave & Pennsylvania St,W,75.0,80203,0,F
131,10179.0,-104.963223,39.735005,3150963.44821,1693051.23706,10,12th Ave & Race St,E,60.0,80206,0,F
132,10180.0,-104.963763,39.735091,3150811.39518,1693081.6667,10,12th Ave & Race St,W,60.0,80206,0,F
133,10181.0,-104.948897,39.735064,3154992.32089,1693096.85236,10,12th Ave & Steele St,E,155.0,80206,0,F
134,10182.0,-104.949863,39.735188,3154720.37264,1693140.37416,10,12th Ave & Steele St,W,95.0,80206,0,F
135,10186.0,-104.97837,39.735093,3146703.36135,1693058.4768,10,12th Ave & Washington St,E,75.0,80203,0,F
136,10187.0,-104.97904,39.735237,3146514.63163,1693109.84933,10,12th Ave & Washington St,W,75.0,80203,0,F
137,10188.0,-104.966469,39.736056,3150048.30358,1693428.69886,10,12th Ave & Gilpin St,SE,200.0,80218,0,M
138,10189.0,-104.966278,39.736106,3150101.9121,1693447.2275,10,12th Ave & Gilpin St,W,450.0,80218,0,M
139,10190.0,-104.95948,39.734996,3152016.13864,1693054.2003,10,12th Ave & York St,E,75.0,80206,0,F
140,10201.0,-104.98786,39.736911,3144030.68642,1693705.52085,"52, 9",W 13th Ave & Broadway,W,75.0,80204,0,F
141,10204.0,-104.992051,39.736925,3142852.02259,1693704.00316,9,W 13th Ave & Cherokee St,W,75.0,80204,0,F
142,10205.0,-104.941204,39.73679,3157152.0074,1693738.78446,10,13th Ave & Colorado Blvd,W,105.0,80206,0,F
143,10209.0,-104.994377,39.736913,3142197.90573,1693695.98284,9,W 13th Ave & Elati St,W,75.0,80204,0,F
144,10211.0,-104.94427,39.736801,3156289.73258,1693737.50212,10,13th Ave & Garfield St,W,65.0,80206,0,F
145,10224.0,-105.025753,39.73805,3133371.85782,1694062.56291,"1, 16",Decatur / Federal Station Gate H,W,50.0,80204,0,F
146,10228.0,-104.99603489,39.73840711,3141728.639,1694237.64221,9,W 14th Ave & Galapago St,E,150.0,80204,-1,F
147,10230.0,-105.028152,39.739044,3132695.31567,1694421.12817,"1, 16",W 14th Ave & Irving St,E,300.0,80204,0,F
148,10232.0,-105.030752,39.738427,3131965.29887,1694192.59003,1,W 14th Ave & Java Ct,E,75.0,80204,0,N
149,10235.0,-105.069949,39.738535,3120941.93639,1694177.37024,9,W 14th Ave & Newland St,W,65.0,80214,0,F
150,10236.0,-105.069056,39.738444,3121193.22743,1694145.41222,9,W 14th Ave & Newland St,E,140.0,80214,0,F
151,10238.0,-105.071531,39.738443,3120497.1967,1694141.75567,9,W 14th Ave & Pierce St,E,90.0,80214,0,F
152,10242.0,-105.2760123,40.01472638,3062743.48404,1794581.86691,JUMP,14th St & Arapahoe Ave,NW,106.0,80302,-1,F
153,10252.0,-105.275215,40.016072,3062965.60943,1795072.63869,JUMP,15th St & Canyon Blvd,SE,150.0,80302,0,F
154,10254.0,-105.010929,39.757844,3137501.93528,1701294.9241,"28, 44, 32",15th St & Central St,NW,105.0,80211,0,F
155,10272.0,-105.0110561,39.76114248,3137459.73512,1702496.25709,"44, 32",Tejon St & W 31st Ave,N,100.0,80211,-1,F
156,10273.0,-105.01009828,39.75885203,3137733.50828,1701663.37337,"44, 32",16th St & Boulder St,E,150.0,80211,-1,F
157,10277.0,-104.987267,39.743228,3144184.46865,1696007.51243,20,17th Ave & Broadway,E,150.0,80202,0,F
158,10280.0,-104.977204,39.743193,3147014.30418,1696010.89118,20,17th Ave & Clarkson St,E,70.0,80218,0,F
159,10281.0,-104.947424,39.743684,3155387.48356,1696239.30903,20,17th Ave & Cook St,E,65.0,80206,0,F
160,10284.0,-104.956224,39.743726,3152912.81221,1696239.67601,20,17th Ave & Esplanade,E,105.0,80206,0,F
161,10285.0,-104.956448,39.743882,3152849.48293,1696296.12408,20,17th Ave & Esplanade,W,65.0,80205,0,N
162,10287.0,-105.026211,39.744014,3133231.72609,1696234.36262,20,W 17th Ave & Federal Blvd,W,175.0,80204,0,F
163,10288.0,-104.953279,39.743715,3153740.97661,1696240.63958,20,17th Ave & Fillmore St,E,65.0,80206,0,F
164,10289.0,-104.95435,39.743905,3153439.3934,1696308.03884,20,17th Ave & Fillmore St,W,225.0,80205,0,F
165,10290.0,-104.968186,39.743166,3149550.26482,1696015.77556,20,17th Ave & Franklin St,E,65.0,80218,0,F
166,10291.0,-104.943681,39.743681,3156440.02982,1696244.64011,20,17th Ave & Garfield St,E,125.0,80206,0,F
167,10292.0,-104.944028,39.743835,3156342.10938,1696300.13921,20,17th Ave & Garfield St,W,50.0,80205,0,N
168,10295.0,-105.026515,39.743879,3133146.49692,1696184.7412,20,W 17th Ave & Grove St,E,65.0,80204,0,F
169,10300.0,-105.029635,39.743901,3132269.10272,1696188.19734,20,W 17th Ave & Irving St,E,75.0,80204,0,F
170,10301.0,-105.030238,39.743982,3132099.3849,1696216.8254,20,W 17th Ave & Irving St,W,65.0,80204,0,F
171,10303.0,-105.033399,39.743995,3131210.47968,1696216.9799,20,W 17th Ave & King St,W,75.0,80204,0,F
172,10304.0,-105.032791,39.743897,3131381.63433,1696182.16067,20,W 17th Ave & King St,E,65.0,80204,0,F
173,10307.0,-104.98209,39.743198,3145640.32753,1696004.84255,20,17th Ave & Logan St,E,75.0,80203,0,F
174,10308.0,-104.946356,39.743839,3155687.46337,1696297.59827,20,17th Ave & Madison St,W,50.0,80205,0,N
175,10311.0,-105.035474,39.743902,3130627.15787,1696180.11298,20,W 17th Ave & Meade St,E,75.0,80204,0,F
176,10313.0,-105.036125,39.744018,3130443.87907,1696221.43229,20,W 17th Ave & Meade St,W,65.0,80204,0,F
177,10314.0,-104.97309792,39.74318352,3148168.97307,1696014.11049,20,17th Ave & Downing St,E,100.0,80218,-1,F
178,10317.0,-105.039617,39.743911,3129462.11785,1696177.46074,20,W 17th Ave & Perry St,E,65.0,80204,0,N
179,10320.0,-104.963147,39.743153,3150967.28267,1696019.37459,20,17th Ave & Race St,E,65.0,80206,0,F
180,10321.0,-105.05276296,39.74392115,3125765.41664,1696162.69225,20,W 17th Ave & Sheridan Blvd,E,100.0,80204,-1,F
181,10323.0,-104.94975526,39.74372121,3154731.84753,1696248.88416,20,17th Ave & Steele St,E,75.0,80206,-1,F
182,10325.0,-104.950366,39.743856,3154559.80764,1696296.94351,20,17th Ave & Steele St,W,65.0,80205,0,F
183,10326.0,-105.042459,39.743916,3128662.93013,1696175.24452,20,W 17th Ave & Stuart St,E,90.0,80204,0,F
184,10327.0,-105.041999,39.744027,3128792.0796,1696216.32974,20,W 17th Ave & Stuart St,W,220.0,80212,0,N
185,10328.0,-105.04489071,39.74391978,3127979.1193,1696173.18819,20,W 17th Ave & Utica St,E,75.0,80204,-1,F
186,10329.0,-105.04549084,39.7440379,3127810.14634,1696215.3699,20,W 17th Ave & Utica St,W,55.0,80212,-1,F
187,10330.0,-104.9656986,39.74316197,3150249.74088,1696018.41288,20,17th Ave & Williams St,E,65.0,80218,-1,F
188,10331.0,-105.048372,39.743922,3127000.16643,1696169.10982,20,W 17th Ave & Wolff St,E,65.0,80204,0,F
189,10332.0,-105.04900723,39.7440352,3126821.33427,1696209.45756,20,W 17th Ave & Wolff St,W,60.0,80212,-1,F
190,10333.0,-105.05131968,39.74404301,3126171.05195,1696209.08228,20,W 17th Ave & Yates St,W,70.0,80212,-1,F
191,10334.0,-105.05113266,39.74392389,3126223.85835,1696165.95163,20,W 17th Ave & Yates St,E,30.0,80204,-1,N
192,10335.0,-104.959408,39.743299,3152018.39002,1696078.79205,20,17th Ave & Josephine St,E,35.0,80206,0,N
193,10336.0,-104.973807,39.744891,3147965.97379,1696634.92568,20,18th Ave & Downing St,W,125.0,80218,0,F
194,10338.0,-104.976504,39.7449,3147207.56434,1696633.82257,20,18th Ave & Emerson St,W,90.0,80218,0,F
195,10340.0,-104.98385435,39.74494156,3145140.57445,1696637.13335,20,18th Ave & Grant St,W,75.0,80203,-1,F
196,10341.0,-104.965151,39.744857,3150400.09427,1696636.75516,20,18th Ave & High St,W,105.0,80218,0,F
197,10345.0,-104.979029,39.74491,3146497.5189,1696633.38356,20,18th Ave & Washington St,W,70.0,80203,0,F
198,10346.0,-104.960352,39.744846,3151749.58605,1696640.72887,20,18th Ave & York St,W,130.0,80206,0,F
199,10353.0,-104.768194,39.745584,3205781.43709,1697287.67849,15,19th Ave & Biscay St,W,150.0,80011,0,F
200,10354.0,-104.986787,39.746131,3144313.47301,1697065.73255,"28, 32",19th Ave & Broadway,E,140.0,80202,0,F
201,10355.0,-104.765732,39.745599,3206473.68417,1697298.72856,15,19th Ave & Ceylon St,W,150.0,80011,0,F
202,10357.0,-104.983247,39.746128,3145308.90257,1697070.2826,"28, 32",19th Ave & Grant St,E,65.0,80203,0,F
203,10359.0,-104.980028,39.746135,3146214.04821,1697077.99729,"28, 32",19th Ave & Pearl St,E,35.0,80203,0,N
204,10363.0,-105.272695,40.026155,3063662.30629,1798747.73243,204,19th St & Tyler Rd,S,125.0,80304,0,F
205,10364.0,-105.271039,40.02378,3064128.28915,1797883.6595,204,20th St & Bluff St,SE,50.0,80304,0,F
206,10365.0,-105.272643,40.056164,3063649.50932,1809680.44678,204,19th St & Avocado Rd,N,75.0,80304,0,F
207,10366.0,-105.272821,40.055499,3063600.28345,1809438.05213,204,19th St & Avocado Rd,S,75.0,80304,0,F
208,10367.0,-105.27253385,40.02789482,3063705.85378,1799381.682,204,19th St & Cedar Ave,N,250.0,80304,-1,F
209,10368.0,-105.272721,40.030185,3063651.35129,1800215.88807,204,19th St & Elder Ave,S,30.0,80304,0,N
210,10369.0,-105.27257,40.030053,3063693.76038,1800167.90479,204,19th St & Elder Ave,N,5.0,80304,0,N
211,10372.0,-105.272579,40.031812,3063689.63564,1800808.72256,204,19th St & Floral Dr,N,85.0,80304,0,F
212,10373.0,-105.21465084,39.75052777,3080234.32387,1698385.72124,"16, 16L",19th St & Jackson St {1109},W,90.0,80401,-1,N
213,10374.0,-105.272726,40.032302,3063648.02153,1800987.13231,204,19th St & Forest Ave,S,125.0,80304,0,F
214,10375.0,-105.272603,40.033385,3063681.47998,1801381.7683,204,19th St & Glenwood Dr,N,75.0,80304,0,F
215,10379.0,-105.272633,40.037437,3063669.38405,1802857.94086,204,19th St & Joslin Ct,N,65.0,80304,0,F
216,10381.0,-105.272678,40.040319,3063654.1555,1803907.85916,204,19th St & Kalmia Ave,N,75.0,80304,0,F
217,10383.0,-104.994418,39.752397,3142154.98549,1699336.18267,"FF7, RX, FF, 122X",19th St & Market St,SE,96.0,80202,0,F
218,10385.0,-105.272825,40.043772,3063609.84724,1805165.73053,204,19th St & Norwood Ave,S,25.0,80304,0,N
219,10386.0,-105.270335,40.021746,3064327.34111,1797143.15025,204,20th St & Pine St,SE,65.0,80302,0,F
220,10387.0,-105.272831,40.046769,3063605.43695,1806257.57536,204,19th St & Poplar Ave,S,125.0,80304,0,F
221,10388.0,-105.272685,40.047039,3063646.06953,1806356.04247,204,19th St & Poplar Ave,N,25.0,80304,0,N
222,10389.0,-105.27268409,40.05037348,3063643.28437,1807570.84305,204,19th St & Riverside Ave,N,105.0,80304,0,F
223,10390.0,-105.27284958,40.04857347,3063598.5919,1806914.95787,204,19th St & Redwood Ave,S,45.0,80304,0,F
224,10391.0,-105.27283,40.052543,3063600.45679,1808361.12931,204,19th St & Upland Ave,S,75.0,80304,0,F
